CpGmarker,CoefficientTraining,CoefficientTrainingShrunk,varByCpG,minByCpG,maxByCpG,medianByCpG,medianByCpGYoung,medianByCpGOld,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,TSS_Coordinate,Gene_Strand,Symbol,Synonym,Accession,GID,Annotation,Product,Marginal Age Relationship,chr.coord_hg19,H3K27ac,H3K4me3,H3K36me3,H3K27me3,H3K9ac,H3K4me1,H3K9me3,RNF2,EZH2,RNA,Replication_timing,LaminB1,Gene_body,CGI,Shore,Shelf,ChrHMM_state,ChrHMM_state_reann
cg26045434,-0.296285378,NA,0.0031,0.029,0.79,0.1,0.097,0.12,55806,36,8,22043806,36.1,22043975,-,HR,AU; ALUNC; HSA277165;,NM_005144.3,GI:62750351,isoform a is encoded by transcript variant 1; hairless (mouse) homolog; go_component: nucleus; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent,hairless protein isoform a,positive,chr8:21987861,-0.543446280511613,-0.554394319283189,0.241911166697958,2.97767444540482,-0.67191793908238,1.28276868644625,-0.287165528018034,-0.751769305395184,3.86003945903823,-0.439261680600165,81.774284362793,2.0896233139508,Yes,Yes,No,No,23,Bivalent promoter
cg26162695,-0.043863368,NA,0.0074,0,0.98,0.018,0.02,0.016,60528,36,17,12862038,36.1,12862049,-,ELAC2,ELC2; HPC2; FLJ10530; FLJ42848;,NM_018127.4,GI:34147640,###############################################################################################################################################################################################################################################################,elaC homolog 2,negative,chr17:12921313,-0.00521708591158598,0.584161227011847,-0.327060411302131,-0.320236435954649,0.335075238556883,-0.787543098527422,0.100951588927711,-0.0203550809027977,-0.22767487460916,0.987579666521825,53.2693870430278,2.18442849075464,Yes,Yes,No,No,1,Active TSS
cg26297688,0.959651842,0.883216148,0.001,0,0.83,0.054,0.054,0.054,90488,36,12,105873223,36.1,105873835,+,C12orf23,MGC17943;,NM_152261.1,GI:22748614,synonym: MGC17943,hypothetical protein LOC90488,positive,chr12:107349093,0.153616617228193,-0.00937703752998745,-0.301015240902028,-0.316680216762117,0.397917428803005,0.575156338496383,0.62980806792516,1.70519967198954,0.636500338380434,-0.335942669034265,50.4744110107422,1.63961057278611,No,No,Yes,No,2,Promoter
cg26372517,0.126025756,NA,0.017,0.01,0.85,0.23,0.16,0.28,339488,36,1,35811746,36.1,35811558,+,TFAP2E,AP2E; MGC49007;,NM_178548.2,GI:31341730,adaptor-related protein complex 2; epsilon subunit; go_component: nucleus; go_function: transcription factor activity; go_process: regulation of transcription; DNA-dependent,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon),positive,chr1:36039159,-0.425922417611972,-0.286025262449441,0.779726335708513,1.60245047807394,-0.0683990680426255,0.604235084429623,0.143911548311058,-1.09514377843973,1.79059460499544,-0.31599441915745,72.5873947143555,2.22191253777415,Yes,Yes,No,Yes,23,Bivalent promoter
cg26394940,-0.166268862,-0.344126844,0.021,0,0.91,0.076,0.11,0.064,55267,36,22,44828125,36.1,44828688,-,FLJ10945,,NM_018280.1,GI:8922784,,hypothetical protein LOC55267,negative,chr22:46449461,-0.18278784639318,-0.358584201912414,0.100641930822196,-0.630623238549537,-0.162141471682579,-0.271791120056453,-0.672589004689667,-0.947152771528809,-0.669429153245953,-0.380967708289412,83.8309696796826,2.49400228487154,Yes,No,Yes,No,1,Active TSS
cg26453588,0.127052431,0.188751514,0.017,0.0049,0.95,0.43,0.36,0.47,638,36,22,41835965,36.1,NA,+,BIK,BP4; NBK; BBC1; BIP1;,NT_011520.11,,apoptosis-inducing NBK; go_component: membrane; go_component: integral to membrane; go_function: protein binding; go_function: protein binding; go_process: apoptotic program; go_process: regulation of apoptosis; go_process: induction of apoptosis,BCL2-interacting killer,positive,chr22:43506021,-0.779016955351759,-0.594760808282961,0.917429451142737,0.054407856450555,-0.759589351422086,-0.415974394105772,-0.759168726498741,-0.66528346005494,0.526033328081642,-0.418557385628422,79.8085861206055,2.0037680094128,No,Yes,Yes,No,23,Bivalent promoter
cg26456957,-0.159361013,NA,0.00024,0,0.37,0.043,0.043,0.042,54776,36,19,60321175,36.1,60320739,-,PPP1R12C,p84; DKFZp434D0412;,NM_017607.1,GI:14149715,myosin-binding subunit 85,protein phosphatase 1; regulatory subunit 12C,negative,chr19:55629363,0.0666059299627625,0.551790517430742,-0.0972105988653901,-0.581973683835657,0.382155554424254,0.310163760234056,-0.15568216487822,0.412535060898979,-0.296992394246314,-0.439261680600165,72.8351014058786,0.929520417220647,No,No,Yes,No,3,Promoter
cg26614073,-0.506521375,-0.740945549,0.027,0.018,0.97,0.44,0.56,0.39,22937,36,3,47492823,36.1,47492449,-,SCAP,KIAA0199;,NM_012235.2,GI:66932901,###############################################################################################################################################################################################################################################################,SREBP cleavage-activating protein,negative,chr3:47517819,0.78061014593826,-0.309291909826814,-0.179270790314263,-0.510013673736148,0.365745628417428,0.577053601859859,-0.444636745585833,0.235619900203306,-0.203439265891027,-0.421187151034055,79.9630584716797,2.04446684878779,Yes,No,Yes,No,3,Promoter
cg26620959,-0.040743067,NA,0.0016,0.017,0.56,0.072,0.067,0.076,23345,36,6,153000182,36.1,153000227,-,SYNE1,8B; CPG2; MYNE1; MYNE-1; SYNE-1; SYNE-1B; FLJ30878; KIAA0796; KIAA1262; KIAA1756; dJ398G3.1; dJ398G3.2; nesprin-1; RP3-398G3.1; RP11-809I23.2; DKFZp781J13156;,NM_015293.1,GI:19526752,###############################################################################################################################################################################################################################################################,nesprin 1 isoform beta,positive,chr6:152958489,-0.240388825907199,-0.382002529442168,0.154601384940009,1.45141937561171,-0.408133120523015,0.331141885594751,-0.228764176121561,-1.06798079552543,0.566179995484157,-0.342397795403595,55.1782686323894,2.29846889486241,Yes,No,Yes,No,23,Bivalent promoter
cg26723847,-0.144822054,NA,0.0052,0,0.86,0.08,0.077,0.08,23310,36,11,133600862,36.1,133599636,-,hCAP-D3,KIAA0056; MGC104671;,NM_015261.2,GI:76880473,go_function: binding,KIAA0056 protein,negative,chr11:134095652,0.09519508389425,0.0966263423729079,0.361269925842193,-0.411544858802085,0.173747009452031,1.60847065468841,0.0310223486527368,0.0793302180043246,0.336961854042463,-0.160234429701882,41.8876760772933,1.7073110022303,Yes,No,Yes,No,3,Promoter
cg26824091,0.549029142,NA,0.00091,0,0.73,0.059,0.062,0.056,2739,36,6,38778415,36.1,38778895,-,GLO1,GLYI;,NM_006708.1,GI:5729841,###############################################################################################################################################################################################################################################################,glyoxalase I,negative,chr6:38670437,0.645974981743721,0.573953160927696,-0.291033916336923,-0.351099754501045,0.102692525114569,0.18696319325233,0.91737389151638,0.377488132975895,-0.0561750060380046,-0.0298818382714528,56.700428056598,1.24825357159679,Yes,No,Yes,No,3,Promoter
cg26842024,0.358161798,0.051522717,0.0014,0.018,0.52,0.092,0.078,0.11,10365,36,19,16297122,36.1,16296651,+,KLF2,LKLF;,NM_016270.2,GI:49574523,###############################################################################################################################################################################################################################################################,Kruppel-like factor,positive,chr19:16436122,3.12300173101109,2.56215244409302,8.01380677161379,0.091100165136227,2.23740913018214,0.0103602727579312,0.569449594360639,0.0265916639835961,-0.113139503994812,5.01246174753904,82.8037948608398,2.0860517898795,Yes,Yes,No,No,1,Active TSS
cg26845300,0.254089345,0.474605378,0.0026,0,0.86,0.046,0.033,0.07,51429,36,6,158163821,36.1,158164282,+,SNX9,SDP1; WISP; MST155; SH3PX1; MSTP155; SH3PXD3A;,NM_016224.3,GI:23111056,###############################################################################################################################################################################################################################################################,sorting nexin 9,positive,chr6:158243833,1.41535548421488,-0.0101435644117219,-0.0330309165928208,0.085863458673915,1.05617764511151,0.994930211857575,-0.782519701408828,1.40926312519131,-0.00786546482010431,0.242662761542397,83.936882019043,1.99783444824987,Yes,Yes,No,No,2,Promoter
cg27015931,-0.466528425,-0.764866217,0.0027,0.022,0.61,0.092,0.11,0.09,255762,36,16,21919905,36.1,21919929,-,MGC50721,,NM_173806.2,GI:31341127,go_function: protein binding,hypothetical protein LOC255762,negative,chr16:22012404,-0.740317798290888,-0.519416225962371,-0.528135673323977,-0.345011067256152,-0.516499408455421,0.392832512541078,-0.359468035989861,0.00308804714061017,-0.212817683635932,-0.420590153018502,69.9146071740814,2.5871132702311,Yes,No,No,No,16,Weak enhancer
cg27016307,-0.035326263,NA,0.014,0.00082,0.85,0.41,0.45,0.38,3270,36,19,54350725,36.1,54350493,-,HRC,,NM_002152.2,GI:75905816,histidine-rich calcium-binding protein; go_component: smooth endoplasmic reticulum; go_function: calcium ion binding; go_function: structural molecule activity; go_process: muscle contraction,histidine-rich calcium-binding protein precursor,negative,chr19:49658913,-0.575838473436717,-0.904591062269496,-0.238098935618797,0.16513601295256,-0.838771610492942,-0.792669414244354,0.372904755842079,-0.0600487916579456,-0.319702644643902,-0.439261680600165,80.244384765625,0.256221531132607,No,No,Yes,No,13,Active enhancer
cg27092035,-0.055768503,NA,0.00096,0,0.68,0.046,0.043,0.049,285598,36,5,175725486,36.1,175725111,+,ARL10,ARL10A; FLJ39249;,NM_173664.3,GI:46195790,ADP-ribosylation factor-like membrane-associated protein; ADP-ribosylation factor-like 10A; go_function: GTP binding; go_function: nucleotide binding; go_process: small GTPase mediated signal transduction,ADP-ribosylation factor-like 10,positive,chr5:175792880,0.200228047355484,1.26908180399944,-0.585926213701922,0.253303247785446,0.531764248588605,0.768361370948617,-0.604469625212025,-1.26351928940604,0.66922496142708,-0.291422888086207,73.903076171875,3.13197299167842,Yes,Yes,No,Yes,23,Bivalent promoter
cg27169020,0.087286864,NA,0.026,0.01,0.93,0.35,0.24,0.4,646,36,15,81745233,36.1,81744472,-,BNC1,BNC; BSN1; HsT19447;,NM_001717.2,GI:19743791,###############################################################################################################################################################################################################################################################,basonuclin 1,positive,chr15:83954229,-0.765873123335975,0.193420337907777,0.187342927476347,2.43259373640168,-0.864277775959799,-0.890149421255485,0.410493729760065,-0.86086335155847,0.939176146027246,-0.439261680600165,49.5554046630859,3.24713020150547,No,No,Yes,No,24,Repressed polycomb
cg27202708,-0.138635766,-0.104235908,0.014,0.0095,0.84,0.29,0.29,0.3,164127,36,1,221633332,36.1,221633391,+,C1orf65,FLJ35728; RP11-76K24.1;,NM_152610.1,GI:22749248,synonyms: FLJ35728; RP11-76K24.1,hypothetical protein LOC164127,negative,chr1:223566709,-0.733817858972492,-0.423901027812116,0.484534700841516,0.806124673961296,-0.606513985444051,-0.499466017450028,-0.289546665792959,-1.07236746357161,-0.515401031956114,-0.439261680600165,52.03369140625,2.17366722969324,No,Yes,Yes,No,24,Repressed polycomb
cg27319898,-0.211230721,-0.048598042,0.0017,0.0082,0.65,0.062,0.057,0.066,219578,36,7,88226939,36.1,88226689,+,FLJ32110,,NM_181646.2,GI:37202115,go_component: nucleus; go_function: zinc ion binding; go_function: nucleic acid binding,hypothetical protein LOC219578,positive,chr7:88389003,-0.756671369122333,-0.708012923541726,0.681956919338243,2.984126838057,-0.918996542460326,-0.171574173978045,1.50513391067565,0.335015496696325,0.854421857144259,-0.439261680600165,6.59927797317505,1.23461846890918,Yes,Yes,No,No,23,Bivalent promoter
cg27377450,0.092440884,0.362731851,0.0073,0.0055,0.99,0.88,0.88,0.88,23370,36,19,7352301,36.1,7351866,+,ARHGEF18,KIAA0521; MGC15913;,NM_015318.2,GI:41327768,P114-RHO-GEF; go_function: guanyl-nucleotide exchange factor activity,Rho-specific guanine nucleotide exchange factor p114,positive,chr19:7446301,-0.67293053863386,-0.731392582555307,9.54771670920524,-0.673045636712037,-0.928204736157703,-0.746321553240556,-0.0884417673901312,-0.242317397257865,-0.539247615043817,-0.3471497332797,60.0044121302274,2.59002965688705,Yes,No,No,No,8,Weakly transcribed
cg27413543,-0.261275244,NA,0.00029,0.022,0.56,0.066,0.064,0.067,22872,36,4,84031172,36.1,84031424,-,SEC31L1,ABP125; ABP130; SEC31A; HSPC275; HSPC334; KIAA0905; MGC90305; DKFZp686N07171;,NM_014933.2,GI:41349438,isoform 1 is encoded by transcript variant 1; yeast Sec31p homolog; protein-transport protein SEC31; go_component: COPII vesicle coat; go_function: molecular function unknown; go_process: ER to Golgi vesicle-mediated transport,SEC31-like 1 isoform 1,positive,chr4:83812148,2.48153257967294,1.85211334773918,0.26349897104849,-0.599451818447236,1.6511307893174,0.88887526303697,0.103639342260399,0.429123092848701,-0.710886434697735,0.985108165619913,72.5009231567383,3.32809223636272,Yes,Yes,No,No,3,Promoter
cg27494383,0.064596615,NA,0.0059,0,0.98,0.05,0.047,0.05,4058,36,15,39593160,36.1,39593369,-,LTK,TYK1;,NM_206961.1,GI:46249415,###############################################################################################################################################################################################################################################################,leukocyte tyrosine kinase isoform 2,positive,chr15:41805868,-0.637187440438026,-0.193714260465045,-0.298827380904753,1.25696477050543,-0.516433623126571,1.02270897384537,0.286374095980206,0.58617130853521,0.771066588418433,-0.330135684091782,83.7885513305664,1.30304049709882,Yes,No,Yes,No,2,Promoter
cg27544190,-0.869124446,-1.230694818,0.003,0.0088,0.6,0.088,0.1,0.086,59271,36,21,32707305,36.1,32706623,+,C21orf63,B18; SUE21; PRED34;,NM_058187.3,GI:38372914,go_component: integral to membrane; go_function: sugar binding,chromosome 21 open reading frame 63,negative,chr21:33785434,-0.0839313870925214,-0.208608287618701,0.159309843342594,0.237031648092727,-0.0358199096384356,0.279265907035402,0.379677437058035,-0.548593139103935,0.363365297557388,-0.259372011736683,59.9108998781428,2.05123694042115,Yes,Yes,No,No,3,Promoter
